"",9.200
477.0000,-2.3782E+001
478.0000,-8.9177E+001
479.0000,-7.0099E+001
480.0000,-4.9856E+001
481.0000,-6.4121E+001
482.0000,-3.5026E+001
483.0000,-2.1384E+001
484.0000,5.5160E+000
485.0000,3.5507E+000
486.0000,-1.4291E+002
487.0000,-6.8722E+001
488.0000,-8.8849E+001
489.0000,-7.6266E+001
490.0000,-4.1803E+001
491.0000,-1.9763E+001
492.0000,-5.4357E+000
493.0000,-5.9957E+001
494.0000,-2.3658E+001
495.0000,-4.3257E+001
496.0000,-7.0121E+000
497.0000,-1.0185E+001
498.0000,-3.0113E+001
499.0000,-2.2768E+001
500.0000,-4.1006E+001
501.0000,-1.8089E+002
502.0000,-9.2972E+001
503.0000,-1.0856E+002
504.0000,-6.8991E+001
505.0000,-2.1532E+001
506.0000,-3.2248E+001
507.0000,-4.9709E+001
508.0000,-1.1381E+002
509.0000,-8.5568E+001
510.0000,-3.7196E+001
511.0000,-3.8408E+001
512.0000,-3.4185E+001
513.0000,-2.4525E+001
514.0000,-2.2827E+001
515.0000,-1.5284E+001
516.0000,-1.0882E+002
517.0000,-9.4703E+001
518.0000,-6.3289E+001
519.0000,-2.3292E+001
520.0000,-2.6470E+001
521.0000,-7.7825E+001
522.0000,-1.0175E+002
523.0000,-4.0507E+001
524.0000,-2.7254E+001
525.0000,-2.4545E+001
526.0000,-2.5735E+001
527.0000,-2.2811E+001
528.0000,-3.1376E+001
529.0000,-8.7179E+001
530.0000,-1.3082E+002
531.0000,-5.0503E+001
532.0000,-3.3140E+001
533.0000,-5.1147E+001
534.0000,-6.4431E+001
535.0000,-6.3252E+001
536.0000,-3.1697E+001
537.0000,-6.2539E+001
538.0000,-6.1193E+001
539.0000,-5.6472E+001
540.0000,-5.4965E+001
541.0000,-8.1215E+001
542.0000,-8.3621E+001
543.0000,-5.9380E+001
544.0000,-7.9064E+001
545.0000,-6.3518E+001
546.0000,-4.6404E+001
547.0000,-4.5391E+001
548.0000,-5.0747E+001
549.0000,-1.1566E+002
550.0000,-1.8247E+002
551.0000,-8.2693E+001
552.0000,-1.0044E+002
553.0000,-7.4980E+001
554.0000,-7.8870E+001
555.0000,-6.6019E+001
556.0000,-4.7913E+001
557.0000,-6.5545E+001
558.0000,-4.8827E+001
559.0000,-5.9088E+001
560.0000,-5.2431E+001
561.0000,-8.7970E+001
562.0000,-1.6595E+002
563.0000,-8.9991E+001
564.0000,-3.5688E+001
565.0000,-2.3732E+001
566.0000,-3.5623E+001
567.0000,-2.2980E+001
568.0000,-2.9456E+001
569.0000,-6.1766E+001
570.0000,-3.9136E+001
571.0000,-5.2096E+001
572.0000,-8.1205E+001
573.0000,-7.0172E+001
574.0000,-1.2448E+002
575.0000,-1.3826E+002
576.0000,-6.9865E+001
577.0000,-3.8186E+001
578.0000,-3.8833E+001
579.0000,-2.8500E+001
580.0000,-4.2790E+001
581.0000,-2.4127E+001
582.0000,-1.3211E+001
583.0000,-2.9194E+001
584.0000,-8.1983E+001
585.0000,-1.2964E+001
586.0000,-1.3599E+001
587.0000,-2.7213E+001
588.0000,-1.4177E+001
589.0000,-1.5798E+001
590.0000,-1.0277E+002
591.0000,-6.3076E+001
592.0000,-5.1755E+001
593.0000,-7.0564E+001
594.0000,-2.5355E+001
595.0000,-1.1944E+001
596.0000,-1.3817E+001
597.0000,-6.8002E+000
598.0000,-1.2133E+001
599.0000,7.7738E-001
600.0000,1.7244E+000
601.0000,-2.2090E+001
602.0000,-5.2299E+001
603.0000,-3.0205E+001
604.0000,-9.2721E+000
605.0000,-4.4902E+000
606.0000,9.9989E+000
607.0000,1.2484E+001
608.0000,3.7276E+000
609.0000,-1.3799E+000
610.0000,1.5269E+001
611.0000,-1.0853E+000
612.0000,7.6628E+000
613.0000,6.7235E+000
614.0000,7.7629E+000
615.0000,-2.7989E+000
616.0000,-1.3120E+001
617.0000,-3.3975E+000
618.0000,8.9991E+000
619.0000,1.6234E+001
620.0000,3.3173E+000
621.0000,-2.4070E+001
622.0000,-9.5444E+000
623.0000,9.2057E+000
624.0000,-1.0329E+001
625.0000,-9.9580E+000
626.0000,-1.8447E+001
627.0000,-1.2848E+000
628.0000,-4.9242E+000
629.0000,-5.8177E+001
630.0000,-6.6422E+001
631.0000,-5.1851E+001
632.0000,-2.2929E+000
633.0000,2.2656E+000
634.0000,-1.5118E+001
635.0000,-1.9886E+001
636.0000,-1.2516E+001
637.0000,-4.3249E+000
638.0000,-4.6505E+000
639.0000,-1.3965E+001
640.0000,-1.7798E+000
641.0000,1.0937E+001
642.0000,-1.1019E+002
643.0000,-6.6868E+001
644.0000,-3.7712E+001
645.0000,6.5724E+000
646.0000,-5.5574E+001
647.0000,-2.4822E+001
648.0000,1.9987E+001
649.0000,8.5549E+000
650.0000,-4.3974E+000
651.0000,2.3401E+001
652.0000,6.4427E+001
653.0000,-2.5238E+001
654.0000,-2.7289E+001
655.0000,-2.7953E+001
656.0000,-7.1202E+001
657.0000,-4.2809E+001
658.0000,-1.8583E+001
659.0000,-4.7437E+001
